device_name,role,device_type,model_name,W,L,m,W_m,L_m,gate_v,drain_v,source_v,bulk_v,VGS_v,VDS_v,VSB_v,VSG_v,VSD_v,VBS_v,ID_a,gm_s,gds_s,gm_id_vinv,gm_gds_vv,region,sat_margin_v,ft_hz,selected_gm_id,selected_Id,selected_gm,selected_gds,selected_ft,selected_sat_margin,selected_lut_row_id,lut_source_file,selection_status,measurement_source_type,voltage_source_type,current_source_type,small_signal_source_type,calculated_source_type,lut_provenance_source_type,extraction_status,missing_reason
M_NCS,input_transconductance_device,nmos,N_50n,1.27546944407973e-06,1.8000000000000002e-07,1.0,1.27546944407973e-06,1.8000000000000002e-07,0.36000001430511475,0.5494044423103333,0.0,0.0,0.36,0.549,-0.0,,,,9.29e-06,0.000128,3.69e-06,13.778256189451021,34.68834688346883,saturation,0.45890000000000003,3394190344.2637815,13.832244015989023,8.975979010256554e-06,0.00012566370614359174,2.895686884560073e-06,3394190344.2637815,0.38765189687343893,10378,C:\Skynet_Setup\skynet_analog_agent\lut_characterizer\generated_lut\nmos_50nm_nominal_27C_full.npz,SELECTED_FROM_LUT,RAW_OP,"NETLIST_REFERENCE,RAW_OP",RAW_OP,RAW_OP,CALCULATED_FROM_RAW_OP,LUT_SELECTED_ROW_PROVENANCE,EXTRACTED,
M_PLOAD,active_load_current_source,pmos,P_50n,3.483678155334179e-06,4e-07,1.0,3.483678155334179e-06,4e-07,0.6200000047683716,0.5494044423103333,1.0,1.0,-0.38,-0.451,-0.0,0.38,0.451,0.0,-9.29e-06,9.4e-05,1.43e-06,10.118406889128094,65.73426573426573,saturation,0.30400000000000005,359049234.009757,10.031008179862658,8.975979010256554e-06,2.5845705274551096e-05,3.744131245427439e-07,359049234.009757,0.34695706478748123,16539,C:\Skynet_Setup\skynet_analog_agent\lut_characterizer\generated_lut\pmos_50nm_nominal_27C_full.npz,SELECTED_FROM_LUT,RAW_OP,"NETLIST_RENDERED_BIAS,RAW_OP",RAW_OP,RAW_OP,CALCULATED_FROM_RAW_OP,LUT_SELECTED_ROW_PROVENANCE,EXTRACTED,
