project_name,Ln,Lp,Wn,Wp,mn,mp,Wp_Wn_ratio,gm_id_n,gm_id_p,ft_n,ft_p,tphl_worst,tplh_worst,delay_mismatch_worst,rise_time_worst,fall_time_worst,output_duty_min,output_duty_max,power_avg_worst,all_specs_passed,best_netlist_path
inverter_3GHz_clock_TT27,5e-08,5e-08,8e-06,2.3e-05,1,1,2.875,4.216352957881945,4.219999098955782,39314994850.02007,16946442358.193567,1.6116218758660246e-11,1.639657063445279e-11,2.8078272413869485e-13,1.0593235300671156e-11,1.1929675692411259e-11,0.4499997469999371,0.5499926048769965,0.0004780106937208989,YES,C:\SiliconDesignAutomation\Projects\inverter_3GHz_clock_TT27\generated_netlists\best\best_inverter.sp
